Name;EDoID;isED;Age;Gender;isM;Nationality;Current_Com_Roles;Historical_Com_Roles;Number_Committees;Recent_Compensation;Recent_Comp_Mil;Recent_Comp_Thous;Company;Sector;Industry
Gary E Anderson;ID;0;69;M;1;;7;13;3;;;;EASTMAN CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
Brett D Begemann;ID;0;53;M;1;American;3;3;2;;;;EASTMAN CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
Michael (Mike) P Connors;ID;0;59;M;1;;7;14;3;100;0,1;100;EASTMAN CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
Stephen R Demeritt;ID;0;70;M;1;American;0;8;1;;;;EASTMAN CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
Robert Michael Hernandez;ID;0;69;M;1;American;10;19;4;98;0,098;98;EASTMAN CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
Julie Fasone Holder;ID;0;61;F;0;American;3;3;3;96;0,096;96;EASTMAN CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
Renée J Hornbaker;ID;0;61;F;0;American;3;4;2;;;;EASTMAN CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
Lewis (Lew) Mark Kling;ID;0;69;M;1;American;6;10;4;99;0,099;99;EASTMAN CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
Howard L Lance;ID;0;59;M;1;American;7;13;6;;;;EASTMAN CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
David (Dave) Wayne Raisbeck;ID;0;64;M;1;American;4;17;1;;;;EASTMAN CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
John Joseph Donahoe II;ED;1;54;M;1;;2;4;3;34,033;34,033;34033;EBAY INC (Quoted);Services;Catalog & Mail Order Houses
Fred D Anderson Jr;ID;0;70;M;1;American;2;10;4;187;0,187;187;EBAY INC (Quoted);Services;Catalog & Mail Order Houses
Marc L Andreessen;ID;0;42;M;1;American;4;9;5;;;;EBAY INC (Quoted);Services;Catalog & Mail Order Houses
Edward (Ned) W Barnholt;ID;0;70;M;1;American;5;11;4;;;;EBAY INC (Quoted);Services;Catalog & Mail Order Houses
Scott David Cook;ID;0;62;M;1;American;4;14;3;;;;EBAY INC (Quoted);Services;Catalog & Mail Order Houses
William (Bill) Clay Ford Jr;ID;0;56;M;1;American;3;9;4;177;0,177;177;EBAY INC (Quoted);Services;Catalog & Mail Order Houses
Dawn Gould Lepore;ID;0;59;F;0;American;2;9;5;;;;EBAY INC (Quoted);Services;Catalog & Mail Order Houses
Kathleen (Katie) C Mitic;ID;0;44;F;0;;3;3;3;172;0,172;172;EBAY INC (Quoted);Services;Catalog & Mail Order Houses
David M Moffett;ID;0;62;M;1;American;4;10;4;178;0,178;178;EBAY INC (Quoted);Services;Catalog & Mail Order Houses
Pierre Morad Omidyar;ID;0;46;M;1;American;0;0;4;;;;EBAY INC (Quoted);Services;Catalog & Mail Order Houses
Richard (Dick) T Schlosberg III;ID;0;70;M;1;American;6;17;6;186;0,186;186;EBAY INC (Quoted);Services;Catalog & Mail Order Houses
Thomas (Tom) J Tierney;ID;0;60;M;1;American;2;3;1;191;0,191;191;EBAY INC (Quoted);Services;Catalog & Mail Order Houses
Robert E Sanchez;ED;1;48;M;1;;1;2;2;;;;RYDER SYSTEM INC (Quoted);Services;Rental & Leasing Services
Gregory T Swienton;ED;1;65;M;1;American;4;10;3;;;;RYDER SYSTEM INC (Quoted);Services;Rental & Leasing Services
James S Beard;ID;0;73;M;1;American;2;5;2;;;;RYDER SYSTEM INC (Quoted);Services;Rental & Leasing Services
John M Berra;ID;0;67;M;1;American;5;6;2;126;0,126;126;RYDER SYSTEM INC (Quoted);Services;Rental & Leasing Services
Robert (Bob) J Eck;ID;0;56;M;1;;2;2;2;114;0,114;114;RYDER SYSTEM INC (Quoted);Services;Rental & Leasing Services
L (Pat) Patrick Hassey;ID;0;69;M;1;;4;7;3;132;0,132;132;RYDER SYSTEM INC (Quoted);Services;Rental & Leasing Services
Michael F Hilton;ID;0;60;M;1;American;2;2;2;;;;RYDER SYSTEM INC (Quoted);Services;Rental & Leasing Services
Tamara Adler Lundgren;ID;0;57;F;0;American;2;4;5;;;;RYDER SYSTEM INC (Quoted);Services;Rental & Leasing Services
Luis (Lou) P Nieto Jr;ID;0;59;M;1;;4;6;4;;;;RYDER SYSTEM INC (Quoted);Services;Rental & Leasing Services
Eugene A Renna;ID;0;69;M;1;American;2;10;4;134;0,134;134;RYDER SYSTEM INC (Quoted);Services;Rental & Leasing Services
Emily (Follin)  Smith;ID;0;55;F;0;;5;8;4;141;0,141;141;RYDER SYSTEM INC (Quoted);Services;Rental & Leasing Services
Professor, Dr Abbie J Smith;ID;0;61;F;0;American;3;8;8;137;0,137;137;RYDER SYSTEM INC (Quoted);Services;Rental & Leasing Services
Hansel Emory Tookes II;ID;0;66;M;1;American;9;22;4;;;;RYDER SYSTEM INC (Quoted);Services;Rental & Leasing Services
Phil  Rykhoek;ED;1;58;M;1;American;0;0;1;2,587;2,587;2587;DENBURY RESOURCES INC (Quoted);Basic Materials;Independent Oil & Gas
Michael (Mike) L Beatty;ID;0;67;M;1;American;3;8;3;76;0,076;76;DENBURY RESOURCES INC (Quoted);Basic Materials;Independent Oil & Gas
Michael (Mike) B Decker;ID;0;65;M;1;;2;3;2;76;0,076;76;DENBURY RESOURCES INC (Quoted);Basic Materials;Independent Oil & Gas
John P Dielwart;ID;0;62;M;1;;2;2;4;;;;DENBURY RESOURCES INC (Quoted);Basic Materials;Independent Oil & Gas
Ronald G Greene;ID;0;66;M;1;American;1;8;2;76;0,076;76;DENBURY RESOURCES INC (Quoted);Basic Materials;Independent Oil & Gas
Gregory (Greg) L McMichael;ID;0;66;M;1;American;3;7;1;147;0,147;147;DENBURY RESOURCES INC (Quoted);Basic Materials;Independent Oil & Gas
Doctor Kevin Omar Meyers;ID;0;60;M;1;American;8;12;5;68;0,068;68;DENBURY RESOURCES INC (Quoted);Basic Materials;Independent Oil & Gas
Gareth  Roberts;ID;0;61;M;1;American;0;3;3;;;;DENBURY RESOURCES INC (Quoted);Basic Materials;Independent Oil & Gas
Randy I Stein;ID;0;61;M;1;American;4;5;2;156;0,156;156;DENBURY RESOURCES INC (Quoted);Basic Materials;Independent Oil & Gas
Laura A Sugg;ID;0;53;F;0;;5;6;4;132;0,132;132;DENBURY RESOURCES INC (Quoted);Basic Materials;Independent Oil & Gas
Wieland F Wettstein;ID;0;65;M;1;American;1;5;2;197;0,197;197;DENBURY RESOURCES INC (Quoted);Basic Materials;Independent Oil & Gas
Andrew N Liveris;ED;1;59;M;1;;2;8;4;;;;DOW CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
Arnold A Allemang;ID;0;71;M;1;American;1;3;2;134;0,134;134;DOW CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
Ajaypal (Ajay) S Banga;ID;0;54;M;1;Indian;1;6;3;;;;DOW CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
Professor, Dr Jacqueline K Barton;ID;0;61;F;0;American;1;7;3;140;0,14;140;DOW CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
James A Bell;ID;0;65;M;1;American;3;5;2;153;0,153;153;DOW CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
Jeffrey (Jeff) M Fettig;ID;0;57;M;1;American;2;7;2;;;;DOW CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
John Barnett Hess;ID;0;59;M;1;American;2;6;5;;;;DOW CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
Paulus (Paul) Gerardus Polman;ID;0;57;M;1;Dutch;1;2;6;;;;DOW CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
Dennis H Reilley;ID;0;61;M;1;American;5;29;3;;;;DOW CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
James (Jim) M Ringler;ID;0;68;M;1;American;11;26;6;;;;DOW CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
Doctor Ruth Gwynn Shaw;ID;0;66;F;0;American;3;12;4;140;0,14;140;DOW CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
Richard (Rick) F Smith;ED;1;55;M;1;American;0;1;1;5,134;5,134;5134;EQUIFAX INC (Quoted);Financial;Credit Services
James (Jim) E Copeland Jr;ID;0;70;M;1;American;6;15;4;149;0,149;149;EQUIFAX INC (Quoted);Financial;Credit Services
Robert (Bob) Dominick Daleo;ID;0;64;M;1;American;2;5;2;146;0,146;146;EQUIFAX INC (Quoted);Financial;Credit Services
Walter W Driver Jr;ID;0;68;M;1;American;3;5;5;142;0,142;142;EQUIFAX INC (Quoted);Financial;Credit Services
Mark L Feidler;ID;0;59;M;1;American;5;8;4;145;0,145;145;EQUIFAX INC (Quoted);Financial;Credit Services
L (Phil) Phillip Humann;ID;0;68;M;1;American;8;19;3;;;;EQUIFAX INC (Quoted);Financial;Credit Services
Robert D Marcus;ID;0;49;M;1;American;1;2;3;;;;EQUIFAX INC (Quoted);Financial;Credit Services
Siri S Marshall;ID;0;65;F;0;American;7;8;5;146;0,146;146;EQUIFAX INC (Quoted);Financial;Credit Services
John A McKinley Jr;ID;0;56;M;1;American;3;4;6;;;;EQUIFAX INC (Quoted);Financial;Credit Services
Mark B Templeton;ID;0;61;M;1;American;2;3;2;144;0,144;144;EQUIFAX INC (Quoted);Financial;Credit Services
Robert (Bob) A Iger;ED;1;63;M;1;American;2;2;4;35,285;35,285;35285;WALT DISNEY (HLDG) CO (Quoted);Services;Entertainment - Diversified
Susan E Arnold;ID;0;60;F;0;American;3;8;4;182;0,182;182;WALT DISNEY (HLDG) CO (Quoted);Services;Entertainment - Diversified
John S Chen;ID;0;58;M;1;American;2;6;7;142;0,142;142;WALT DISNEY (HLDG) CO (Quoted);Services;Entertainment - Diversified
Jack  Dorsey;ID;0;37;M;1;American;0;0;4;;;;WALT DISNEY (HLDG) CO (Quoted);Services;Entertainment - Diversified
Judith (Judy) Lenora Estrin;ID;0;60;F;0;American;1;9;3;172;0,172;172;WALT DISNEY (HLDG) CO (Quoted);Services;Entertainment - Diversified
Fred Horst Langhammer;ID;0;69;M;1;;3;10;5;172;0,172;172;WALT DISNEY (HLDG) CO (Quoted);Services;Entertainment - Diversified
Aylwin B Lewis;ID;0;59;M;1;American;3;8;5;151;0,151;151;WALT DISNEY (HLDG) CO (Quoted);Services;Entertainment - Diversified
Monica Cecilia Lozano;ID;0;57;F;0;American;4;15;4;141;0,141;141;WALT DISNEY (HLDG) CO (Quoted);Services;Entertainment - Diversified
Robert Wayne Matschullat;ID;0;66;M;1;Canadian;9;19;3;191;0,191;191;WALT DISNEY (HLDG) CO (Quoted);Services;Entertainment - Diversified
Sheryl Kara Sandberg;ID;0;44;F;0;American;1;5;3;142;0,142;142;WALT DISNEY (HLDG) CO (Quoted);Services;Entertainment - Diversified
Orin Clayton Smith;ID;0;72;M;1;American;4;10;2;203;0,203;203;WALT DISNEY (HLDG) CO (Quoted);Services;Entertainment - Diversified
Hikmet  Ersek;ED;1;53;M;1;;0;0;1;3,836;3,836;3836;WESTERN UNION CO (Quoted);Financial;Credit Services
Dinyar (Dinny) Sohrab Devitre;ID;0;66;M;1;Indian;7;10;5;;;;WESTERN UNION CO (Quoted);Financial;Credit Services
Richard A Goodman;ID;0;66;M;1;;6;8;4;;;;WESTERN UNION CO (Quoted);Financial;Credit Services
Jack M Greenberg;ID;0;71;M;1;American;13;23;7;;;;WESTERN UNION CO (Quoted);Financial;Credit Services
Betsy DeHaas Holden;ID;0;58;F;0;American;7;14;4;;;;WESTERN UNION CO (Quoted);Financial;Credit Services
Linda Fayne Levinson;ID;0;73;F;0;;10;28;7;;;;WESTERN UNION CO (Quoted);Financial;Credit Services
Roberto Gonzales Mendoza Jr;ID;0;68;M;1;American;5;21;5;;;;WESTERN UNION CO (Quoted);Financial;Credit Services
Michael (Mike) Arnold Miles Jr;ID;0;52;M;1;American;3;4;2;;;;WESTERN UNION CO (Quoted);Financial;Credit Services
Frances (Fran) Fragos Townsend;ID;0;52;F;0;;5;5;8;;;;WESTERN UNION CO (Quoted);Financial;Credit Services
Solomon (Sol) Dennis Trujillo;ID;0;62;M;1;American;5;19;8;;;;WESTERN UNION CO (Quoted);Financial;Credit Services
Professor, Dr Wulf  Von Schimmelmann;ID;0;67;M;1;German;8;13;8;;;;WESTERN UNION CO (Quoted);Financial;Credit Services
Steven (Steve) J Johnston;ED;1;55;M;1;American;0;0;5;2,31;2,31;2310;CINCINNATI FINANCIAL CORP (Quoted);Financial;Property & Casualty Insurance
John (Jack) Jefferson Schiff Jr;ED;1;71;M;1;American;4;12;8;;;;CINCINNATI FINANCIAL CORP (Quoted);Financial;Property & Casualty Insurance
Kenneth W Stecher;ED;1;68;M;1;American;2;3;5;1,168;1,168;1168;CINCINNATI FINANCIAL CORP (Quoted);Financial;Property & Casualty Insurance
William F Bahl;ID;0;63;M;1;American;8;12;4;160;0,16;160;CINCINNATI FINANCIAL CORP (Quoted);Financial;Property & Casualty Insurance
Gregory T Bier;ID;0;68;M;1;;7;8;5;130;0,13;130;CINCINNATI FINANCIAL CORP (Quoted);Financial;Property & Casualty Insurance
Linda W Clement-Holmes;ID;0;52;F;0;;1;1;2;80;0,08;80;CINCINNATI FINANCIAL CORP (Quoted);Financial;Property & Casualty Insurance
Dirk J Debbink;ID;0;58;M;1;American;1;2;3;80;0,08;80;CINCINNATI FINANCIAL CORP (Quoted);Financial;Property & Casualty Insurance
Kenneth (Casey) C Lichtendahl;ID;0;66;M;1;American;2;4;3;94;0,094;94;CINCINNATI FINANCIAL CORP (Quoted);Financial;Property & Casualty Insurance
William Rodney McMullen;ID;0;53;M;1;American;3;4;4;137;0,137;137;CINCINNATI FINANCIAL CORP (Quoted);Financial;Property & Casualty Insurance
David P Osborn;ID;0;54;M;1;;2;2;2;19;0,019;19;CINCINNATI FINANCIAL CORP (Quoted);Financial;Property & Casualty Insurance
Gretchen W Price;ID;0;60;F;0;American;4;4;3;93;0,093;93;CINCINNATI FINANCIAL CORP (Quoted);Financial;Property & Casualty Insurance
Thomas R Schiff;ID;0;67;M;1;American;1;1;2;122;0,122;122;CINCINNATI FINANCIAL CORP (Quoted);Financial;Property & Casualty Insurance
Douglas (Doug) S Skidmore;ID;0;52;M;1;American;2;2;4;88;0,088;88;CINCINNATI FINANCIAL CORP (Quoted);Financial;Property & Casualty Insurance
John F Steele Jr;ID;0;61;M;1;American;2;2;3;105;0,105;105;CINCINNATI FINANCIAL CORP (Quoted);Financial;Property & Casualty Insurance
Larry R Webb;ID;0;59;M;1;American;1;1;4;99;0,099;99;CINCINNATI FINANCIAL CORP (Quoted);Financial;Property & Casualty Insurance
E (Tony) Anthony Woods;ID;0;74;M;1;American;6;8;5;131;0,131;131;CINCINNATI FINANCIAL CORP (Quoted);Financial;Property & Casualty Insurance
Steven (Steve) J Kean;ED;1;52;M;1;;0;0;7;;;;KINDER MORGAN INC (Kinder Morgan Holdco LLC prior to 02/2011) (Quoted);Basic Materials;Oil & Gas Pipelines
Richard Dan Kinder;ED;1;69;M;1;American;0;3;6;0;;;KINDER MORGAN INC (Kinder Morgan Holdco LLC prior to 02/2011) (Quoted);Basic Materials;Oil & Gas Pipelines
Anthony W Hall Jr;ID;0;70;M;1;;1;9;1;84;0,084;84;KINDER MORGAN INC (Kinder Morgan Holdco LLC prior to 02/2011) (Quoted);Basic Materials;Oil & Gas Pipelines
Deborah (Deb) A Macdonald;ID;0;62;F;0;;2;2;1;111;0,111;111;KINDER MORGAN INC (Kinder Morgan Holdco LLC prior to 02/2011) (Quoted);Basic Materials;Oil & Gas Pipelines
Michael J Miller;ID;0;55;M;1;;1;1;4;;;;KINDER MORGAN INC (Kinder Morgan Holdco LLC prior to 02/2011) (Quoted);Basic Materials;Oil & Gas Pipelines
Michael (Mike) C Morgan;ID;0;46;M;1;;0;1;6;;;;KINDER MORGAN INC (Kinder Morgan Holdco LLC prior to 02/2011) (Quoted);Basic Materials;Oil & Gas Pipelines
Fayez S Sarofim;ID;0;85;M;1;;2;7;3;;;;KINDER MORGAN INC (Kinder Morgan Holdco LLC prior to 02/2011) (Quoted);Basic Materials;Oil & Gas Pipelines
C Park Shaper;ID;0;46;M;1;;3;3;4;;;;KINDER MORGAN INC (Kinder Morgan Holdco LLC prior to 02/2011) (Quoted);Basic Materials;Oil & Gas Pipelines
Joel Vincent Staff;ID;0;70;M;1;American;2;13;3;117;0,117;117;KINDER MORGAN INC (Kinder Morgan Holdco LLC prior to 02/2011) (Quoted);Basic Materials;Oil & Gas Pipelines
John  Stokes;ID;0;62;M;1;;0;0;3;;;;KINDER MORGAN INC (Kinder Morgan Holdco LLC prior to 02/2011) (Quoted);Basic Materials;Oil & Gas Pipelines
Robert (Bobby) Frederick Vagt;ID;0;68;M;1;;3;10;2;84;0,084;84;KINDER MORGAN INC (Kinder Morgan Holdco LLC prior to 02/2011) (Quoted);Basic Materials;Oil & Gas Pipelines
James (Jim) D Taiclet Jr;ED;1;54;M;1;American;0;0;1;11,208;11,208;11208;AMERICAN TOWER CORP (Quoted);Financial;REIT - Diversified
Raymond P Dolan;ID;0;57;M;1;;2;5;3;194;0,194;194;AMERICAN TOWER CORP (Quoted);Financial;REIT - Diversified
Ronald (Ron) M Dykes;ID;0;68;M;1;American;1;3;1;191;0,191;191;AMERICAN TOWER CORP (Quoted);Financial;REIT - Diversified
Carolyn F Katz;ID;0;53;F;0;;5;9;3;201;0,201;201;AMERICAN TOWER CORP (Quoted);Financial;REIT - Diversified
Gustavo  Lara Cantu;ID;0;65;M;1;;1;2;1;188;0,188;188;AMERICAN TOWER CORP (Quoted);Financial;REIT - Diversified
JoAnn McDermott Reed;ID;0;59;F;0;American;3;7;3;;;;AMERICAN TOWER CORP (Quoted);Financial;REIT - Diversified
Pamela (Pam) D Reeve;ID;0;65;F;0;;5;13;4;213;0,213;213;AMERICAN TOWER CORP (Quoted);Financial;REIT - Diversified
David E Sharbutt;ID;0;65;M;1;American;1;4;4;188;0,188;188;AMERICAN TOWER CORP (Quoted);Financial;REIT - Diversified
Samme L Thompson;ID;0;69;M;1;;3;7;4;197;0,197;197;AMERICAN TOWER CORP (Quoted);Financial;REIT - Diversified
Richard H Anderson;ED;1;59;M;1;American;2;13;4;;;;DELTA AIR LINES INC (Quoted);Services;Major Airlines
Edward (Ed) H Bastian;ED;1;56;M;1;American;0;0;3;4,834;4,834;4834;DELTA AIR LINES INC (Quoted);Services;Major Airlines
Roy J Bostock;ID;0;73;M;1;American;2;11;2;154;0,154;154;DELTA AIR LINES INC (Quoted);Services;Major Airlines
John S Brinzo;ID;0;73;M;1;American;5;20;2;895;0,895;895;DELTA AIR LINES INC (Quoted);Services;Major Airlines
Daniel (Dan) Allen Carp;ID;0;65;M;1;American;6;22;3;;;;DELTA AIR LINES INC (Quoted);Services;Major Airlines
David (Dave) G DeWalt;ID;0;50;M;1;American;2;12;5;;;;DELTA AIR LINES INC (Quoted);Services;Major Airlines
William (Bill) H Easter III;ID;0;64;M;1;American;4;7;2;92;0,092;92;DELTA AIR LINES INC (Quoted);Services;Major Airlines
Mickey P Foret;ID;0;69;M;1;American;5;19;3;;;;DELTA AIR LINES INC (Quoted);Services;Major Airlines
The Hon. Shirley Clarke Franklin;ID;0;68;F;0;American;4;5;8;;;;DELTA AIR LINES INC (Quoted);Services;Major Airlines
David R Goode;ID;0;73;M;1;American;2;23;2;;;;DELTA AIR LINES INC (Quoted);Services;Major Airlines
George Nathaniel Mattson II;ID;0;49;M;1;;2;3;1;159;0,159;159;DELTA AIR LINES INC (Quoted);Services;Major Airlines
Paula Rosput Reynolds;ID;0;57;F;0;American;8;31;7;;;;DELTA AIR LINES INC (Quoted);Services;Major Airlines
Kenneth C Rogers;ID;0;53;M;1;;2;2;2;;;;DELTA AIR LINES INC (Quoted);Services;Major Airlines
Kenneth (Ken) B Woodrow;ID;0;70;M;1;American;2;6;2;154;0,154;154;DELTA AIR LINES INC (Quoted);Services;Major Airlines
Willard (Will) D Oberton;ED;1;56;M;1;;2;4;2;479;479;479000;FASTENAL CO (Quoted);Industrial Goods;General Building Materials
Reyne K Wisecup;ED;1;52;F;0;American;0;1;1;17;17;17000;FASTENAL CO (Quoted);Industrial Goods;General Building Materials
Michael J Ancius;ID;0;50;M;1;;2;3;2;62;0,062;62;FASTENAL CO (Quoted);Industrial Goods;General Building Materials
Michael (Mike) John Dolan;ID;0;66;M;1;American;3;7;1;92;0,092;92;FASTENAL CO (Quoted);Industrial Goods;General Building Materials
Michael M Gostomski;ID;0;74;M;1;American;1;2;2;55;0,055;55;FASTENAL CO (Quoted);Industrial Goods;General Building Materials
Rita J Heise;ID;0;;F;0;;1;1;1;53;0,053;53;FASTENAL CO (Quoted);Industrial Goods;General Building Materials
Darren R Jackson;ID;0;49;M;1;;1;3;2;50;0,05;50;FASTENAL CO (Quoted);Industrial Goods;General Building Materials
The Hon. Robert (Bob) A Kierlin;ID;0;75;M;1;American;0;1;1;70;0,07;70;FASTENAL CO (Quoted);Industrial Goods;General Building Materials
Hugh L Miller;ID;0;71;M;1;;2;2;2;62;0,062;62;FASTENAL CO (Quoted);Industrial Goods;General Building Materials
Scott A Satterlee;ID;0;46;M;1;;1;1;2;58;0,058;58;FASTENAL CO (Quoted);Industrial Goods;General Building Materials
Stephen (Steve) M Slaggie;ID;0;74;M;1;American;0;0;1;43;0,043;43;FASTENAL CO (Quoted);Industrial Goods;General Building Materials
Scott A McGregor;ED;1;57;M;1;American;2;5;2;8,552;8,552;8552;BROADCOM CORP (Quoted);Technology;Semiconductor - Integrated Circuits
Doctor Henry  Samueli;ED;1;59;M;1;American;0;2;3;3,292;3,292;3292;BROADCOM CORP (Quoted);Technology;Semiconductor - Integrated Circuits
Robert (Bob) James Finocchio Jr;ID;0;62;M;1;American;2;12;6;;;;BROADCOM CORP (Quoted);Technology;Semiconductor - Integrated Circuits
Nancy H Handel;ID;0;62;F;0;;1;5;1;248;0,248;248;BROADCOM CORP (Quoted);Technology;Semiconductor - Integrated Circuits
Eddy W Hartenstein;ID;0;63;M;1;American;3;11;6;;;;BROADCOM CORP (Quoted);Technology;Semiconductor - Integrated Circuits
Maria M Klawe;ID;0;63;F;0;;3;4;3;;;;BROADCOM CORP (Quoted);Technology;Semiconductor - Integrated Circuits
John E Major;ID;0;69;M;1;;10;25;8;;;;BROADCOM CORP (Quoted);Technology;Semiconductor - Integrated Circuits
William (Bill) Thomas Morrow;ID;0;55;M;1;American;1;7;2;;;;BROADCOM CORP (Quoted);Technology;Semiconductor - Integrated Circuits
Robert (Bob) E Switz;ID;0;68;M;1;;7;13;5;;;;BROADCOM CORP (Quoted);Technology;Semiconductor - Integrated Circuits
Francisco  D'Souza;ED;1;46;M;1;;1;1;2;;;;COGNIZANT TECHNOLOGY SOLUTIONS CORP (Quoted);Technology;Business Software & Services
N Lakshmi Narayanan;ED;1;62;M;1;Indian;0;0;1;226;226;226000;COGNIZANT TECHNOLOGY SOLUTIONS CORP (Quoted);Technology;Business Software & Services
Maureen  Breakiron-Evans;ID;0;60;F;0;;3;4;3;261;0,261;261;COGNIZANT TECHNOLOGY SOLUTIONS CORP (Quoted);Technology;Business Software & Services
John Nelson Fox Jr;ID;0;72;M;1;;5;6;2;258;0,258;258;COGNIZANT TECHNOLOGY SOLUTIONS CORP (Quoted);Technology;Business Software & Services
Robert W Howe;ID;0;68;M;1;American;1;3;2;259;0,259;259;COGNIZANT TECHNOLOGY SOLUTIONS CORP (Quoted);Technology;Business Software & Services
John E Klein;ID;0;73;M;1;American;3;4;3;334;0,334;334;COGNIZANT TECHNOLOGY SOLUTIONS CORP (Quoted);Technology;Business Software & Services
Doctor Leo S Mackay Jr;ID;0;53;M;1;;1;1;3;313;0,313;313;COGNIZANT TECHNOLOGY SOLUTIONS CORP (Quoted);Technology;Business Software & Services
Michael  Patsalos-Fox;ID;0;62;M;1;;0;0;6;;;;COGNIZANT TECHNOLOGY SOLUTIONS CORP (Quoted);Technology;Business Software & Services
Robert (Bob) Evan Weissman;ID;0;73;M;1;American;5;17;3;261;0,261;261;COGNIZANT TECHNOLOGY SOLUTIONS CORP (Quoted);Technology;Business Software & Services
Thomas M Wendel;ID;0;78;M;1;American;2;3;1;271;0,271;271;COGNIZANT TECHNOLOGY SOLUTIONS CORP (Quoted);Technology;Business Software & Services
Joseph (Joe) A Carrabba;ED;1;62;M;1;American;5;11;3;;;;CLIFFS NATURAL RESOURCES INC (Cleveland Cliffs Inc prior to 10/2008) (Quoted);Basic Materials;Industrial Metals & Minerals
Gary B Halverson;ED;1;56;M;1;;0;0;1;;;;CLIFFS NATURAL RESOURCES INC (Cleveland Cliffs Inc prior to 10/2008) (Quoted);Basic Materials;Industrial Metals & Minerals
James F Kirsch;ED;1;57;M;1;;0;4;1;;;;CLIFFS NATURAL RESOURCES INC (Cleveland Cliffs Inc prior to 10/2008) (Quoted);Basic Materials;Industrial Metals & Minerals
Susan M Cunningham;ID;0;59;F;0;American;2;4;2;86;0,086;86;CLIFFS NATURAL RESOURCES INC (Cleveland Cliffs Inc prior to 10/2008) (Quoted);Basic Materials;Industrial Metals & Minerals
Barry J Eldridge;ID;0;69;M;1;Australian;5;8;3;;;;CLIFFS NATURAL RESOURCES INC (Cleveland Cliffs Inc prior to 10/2008) (Quoted);Basic Materials;Industrial Metals & Minerals
Mark E Gaumond;ID;0;63;M;1;;5;7;5;;;;CLIFFS NATURAL RESOURCES INC (Cleveland Cliffs Inc prior to 10/2008) (Quoted);Basic Materials;Industrial Metals & Minerals
Doctor Andrés Ricardo Gluski Weilert;ID;0;57;M;1;Venezuelan;3;5;6;;;;CLIFFS NATURAL RESOURCES INC (Cleveland Cliffs Inc prior to 10/2008) (Quoted);Basic Materials;Industrial Metals & Minerals
Susan M Green;ID;0;55;F;0;;2;3;3;95;0,095;95;CLIFFS NATURAL RESOURCES INC (Cleveland Cliffs Inc prior to 10/2008) (Quoted);Basic Materials;Industrial Metals & Minerals
Janice K Henry;ID;0;63;F;0;American;6;10;2;95;0,095;95;CLIFFS NATURAL RESOURCES INC (Cleveland Cliffs Inc prior to 10/2008) (Quoted);Basic Materials;Industrial Metals & Minerals
Stephen (Steve) Marcum Johnson;ID;0;63;M;1;American;2;2;2;;;;CLIFFS NATURAL RESOURCES INC (Cleveland Cliffs Inc prior to 10/2008) (Quoted);Basic Materials;Industrial Metals & Minerals
James F Kirsch;ID;0;57;M;1;;0;4;1;;;;CLIFFS NATURAL RESOURCES INC (Cleveland Cliffs Inc prior to 10/2008) (Quoted);Basic Materials;Industrial Metals & Minerals
Francis R McAllister;ID;0;72;M;1;American;0;10;0;;;;CLIFFS NATURAL RESOURCES INC (Cleveland Cliffs Inc prior to 10/2008) (Quoted);Basic Materials;Industrial Metals & Minerals
Richard (Dick) K Riederer;ID;0;71;M;1;American;4;8;6;;;;CLIFFS NATURAL RESOURCES INC (Cleveland Cliffs Inc prior to 10/2008) (Quoted);Basic Materials;Industrial Metals & Minerals
Richard A Ross;ID;0;57;M;1;;0;3;1;;;;CLIFFS NATURAL RESOURCES INC (Cleveland Cliffs Inc prior to 10/2008) (Quoted);Basic Materials;Industrial Metals & Minerals
Timothy (Tim) William Sullivan;ID;0;61;M;1;American;3;5;6;;;;CLIFFS NATURAL RESOURCES INC (Cleveland Cliffs Inc prior to 10/2008) (Quoted);Basic Materials;Industrial Metals & Minerals
D Scott Davis;ED;1;62;M;1;American;3;7;4;5,514;5,514;5514;UNITED PARCEL SERVICE (UPS) INC (Quoted);Services;Air Delivery & Freight Services
